GHz,dB
47.08,-62.2482165,
47.1,-62.2726677,
47.12,-62.2854278,
47.14,-62.3045451,
47.16,-62.3468911,
47.18,-62.4209514,
47.2,-62.5211554,
47.22,-62.6345188,
47.24,-62.7388988,
47.26,-62.8137508,
47.28,-62.8449093,
47.3,-62.8308203,
47.32,-62.7804296,
47.34,-62.7142887,
47.36,-62.6535976,
47.38,-62.6183009,
47.4,-62.6144272,
47.42,-62.6364015,
47.44,-62.6682289,
47.46,-62.6918789,
47.48,-62.6878543,
47.5,-62.6471148,
47.52,-62.5723946,
47.54,-62.4743731,
47.56,-62.3710514,
47.58,-62.2806829,
47.6,-62.213742,
47.62,-62.1725967,
47.64,-62.1472019,
47.66,-62.1205502,
47.68,-62.0753198,
47.7,-61.9948427,
47.72,-61.8741616,
47.74,-61.7191698,
47.76,-61.5423786,
47.78,-61.359256,
47.8,-61.1853882,
47.82,-61.0276338,
47.84,-60.8872069,
47.86,-60.7600046,
47.88,-60.6373484,
47.9,-60.5113318,
47.92,-60.3754103,
47.94,-60.2305154,
47.96,-60.0823846,
47.98,-59.9376861,
48,-59.8075834,
48.02,-59.6995144,
48.04,-59.6226624,
48.06,-59.5877992,
48.08,-59.5969196,
48.1,-59.6518167,
48.12,-59.7449422,
48.14,-59.8655463,
48.16,-59.9982629,
48.18,-60.1284542,
48.2,-60.2463176,
48.22,-60.3499622,
48.24,-60.4452537,
48.26,-60.5446531,
48.28,-60.6594363,
48.3,-60.796294,
48.32,-60.9519981,
48.34,-61.1150858,
48.36,-61.2668106,
48.38,-61.3906982,
48.4,-61.4766508,
48.42,-61.5231038,
48.44,-61.5402,
48.46,-61.543519,
48.48,-61.5522382,
48.5,-61.5801168,
48.52,-61.6337303,
48.54,-61.7096461,
48.56,-61.7979757,
48.58,-61.8873197,
48.6,-61.9706161,
48.62,-62.0461386,
48.64,-62.1156734,
48.66,-62.1887851,
48.68,-62.274473,
48.7,-62.3811004,
48.72,-62.5167445,
48.74,-62.6827665,
48.76,-62.8767854,
48.78,-63.0894821,
48.8,-63.3072632,
48.82,-63.5189156,
48.84,-63.7137162,
48.86,-63.8890312,
48.88,-64.0495252,
48.9,-64.2075402,
48.92,-64.3802675,
48.94,-64.5816355,
48.96,-64.8238814,
48.98,-65.1086645,
49,-65.4296775,
49.02,-65.7717853,
49.04,-66.1182559,
49.06,-66.4505989,
49.08,-66.7592061,
49.1,-67.0413915,
49.12,-67.3052162,
49.14,-67.5654682,
49.16,-67.838255,
49.18,-68.1340569,
49.2,-68.4561413,
49.22,-68.7970818,
49.24,-69.1417498,
49.26,-69.4729561,
49.28,-69.7724953,
49.3,-70.0321353,
49.32,-70.2521405,
49.34,-70.4428202,
49.36,-70.6203585,
49.38,-70.7997934,
49.4,-70.9928628,
49.42,-71.2010348,
49.44,-71.4159389,
49.46,-71.6207234,
49.48,-71.7972833,
49.5,-71.9293534,
49.52,-72.0075638,
49.54,-72.0335598,
49.56,-72.0203786,
49.58,-71.9864787,
49.6,-71.9520222,
49.62,-71.9324414,
49.64,-71.9327861,
49.66,-71.9499574,
49.68,-71.9695773,
49.7,-71.9778504,
49.72,-71.9602785,
49.74,-71.9108518,
49.76,-71.8331662,
49.78,-71.7376939,
49.8,-71.6425976,
49.82,-71.5626584,
49.84,-71.5062856,
49.86,-71.4723769,
49.88,-71.4512506,
49.9,-71.4249964,
49.92,-71.376907,
49.94,-71.2910762,
49.96,-71.1629571,
49.98,-70.9971753,
50,-70.8103409,
